,Text,cleaned_text,cleaned_text_final,Topic
969,I love this conditioner. My hair looks and feels great. I also love the smell.,"['love', 'conditioner', 'hair', 'look', 'feel', 'great', 'also', 'love', 'smell']","['love', 'conditioner', 'hair', 'look', 'feel', 'great', 'also', 'love', 'smell']",2
970,"What can I say, The Mobile is just adorable and well made, My new grandsonloves watching it go around, Fast Shippment!! Thanks.....","['say', 'mobile', 'adorable', 'well', 'made', 'new', 'grandsonloves', 'watching', 'go', 'around', 'fast', 'shippment', 'thanks']","['say', 'mobile', 'adorable', 'well', 'make', 'new', 'grandsonloves', 'watch', 'go', 'around', 'fast', 'shippment', 'thanks']",0
971,"I feel like I'm missing something - where do you keep the balls when it's not in use? They seem to disappear under couches, etc. when not actively being played with. This toy does too little to be worth the space it takes up and the money...get a shape sorter or something similar instead!","['feel', 'like', 'im', 'missing', 'something', 'keep', 'ball', 'use', 'seem', 'disappear', 'couch', 'etc', 'actively', 'played', 'toy', 'little', 'worth', 'space', 'take', 'moneyget', 'shape', 'sorter', 'something', 'similar', 'instead']","['feel', 'like', 'im', 'miss', 'something', 'keep', 'ball', 'use', 'seem', 'disappear', 'couch', 'etc', 'actively', 'play', 'toy', 'little', 'worth', 'space', 'take', 'moneyget', 'shape', 'sorter', 'something', 'similar', 'instead']",4
972,"Purchased this for my new Morkie puppy. It is perfect. Even when not using as a pen, I can use the panels to block off doorways where I don't want her to go. It arrived in a timely fashion and is used daily.","['purchased', 'new', 'morkie', 'puppy', 'perfect', 'even', 'using', 'pen', 'use', 'panel', 'block', 'doorway', 'dont', 'want', 'go', 'arrived', 'timely', 'fashion', 'used', 'daily']","['purchase', 'new', 'morkie', 'puppy', 'perfect', 'even', 'use', 'pen', 'use', 'panel', 'block', 'doorway', 'dont', 'want', 'go', 'arrived', 'timely', 'fashion', 'use', 'daily']",4
973,My son loves this activity center. It is the first toy of it's kind that my son will stay in longer than 15 minutes at a time. He goes crazy jumping in it. I haven't had the paint chipping problem mentioned in one of the previous reviews- and my son definitely chews on just about every part!,"['son', 'love', 'activity', 'center', 'first', 'toy', 'kind', 'son', 'stay', 'longer', 'minute', 'time', 'go', 'crazy', 'jumping', 'havent', 'paint', 'chipping', 'problem', 'mentioned', 'one', 'previous', 'review', 'son', 'definitely', 'chew', 'every', 'part']","['son', 'love', 'activity', 'center', 'first', 'toy', 'kind', 'son', 'stay', 'longer', 'minute', 'time', 'go', 'crazy', 'jump', 'havent', 'paint', 'chip', 'problem', 'mention', 'one', 'previous', 'review', 'son', 'definitely', 'chew', 'every', 'part']",0
974,My dog hasn't really taken to this yet. It's smaller than I expected and it's so heavy that she's afraid of it at the moment.I think I would have been better off getting a lighter-weight frisbee.,"['dog', 'hasnt', 'really', 'taken', 'yet', 'smaller', 'expected', 'heavy', 'shes', 'afraid', 'momenti', 'think', 'would', 'better', 'getting', 'lighterweight', 'frisbee']","['dog', 'hasnt', 'really', 'take', 'yet', 'small', 'expect', 'heavy', 'shes', 'afraid', 'momenti', 'think', 'would', 'better', 'get', 'lighterweight', 'frisbee']",1
975,I bought this for Christmas for my grandaughter because she asked for it. I assume she will be happy with it.,"['bought', 'christmas', 'grandaughter', 'asked', 'assume', 'happy']","['buy', 'christmas', 'grandaughter', 'ask', 'assume', 'happy']",1
976,I purchased this product for my 28 pound miniature golden-doodle. He played with it for hours after getting it. The toys lasted about 2 weeks before my dog started ripping out the stuffing from the squirrels. I wish the squirrels were made a little better to last longer as my dog really enjoyed playing with this toy.,"['purchased', 'product', 'pound', 'miniature', 'goldendoodle', 'played', 'hour', 'getting', 'toy', 'lasted', 'week', 'dog', 'started', 'ripping', 'stuffing', 'squirrel', 'wish', 'squirrel', 'made', 'little', 'better', 'last', 'longer', 'dog', 'really', 'enjoyed', 'playing', 'toy']","['purchase', 'product', 'pound', 'miniature', 'goldendoodle', 'play', 'hour', 'get', 'toy', 'last', 'week', 'dog', 'start', 'rip', 'stuff', 'squirrel', 'wish', 'squirrel', 'make', 'little', 'good', 'last', 'long', 'dog', 'really', 'enjoyed', 'playing', 'toy']",4
977,"I bought the campfire, teepee, canoe, mother, buffalo, totum pole, medicine man and others for my eight year old grandson last Christmas. They were studying various indians in school and he was facinated. These figures are exceptionally well made, although pricy. My grandson did not let his brothers (ages 5 and 3 at the time) play with them for quite a while, but I noticed they all had them out and created an indian village and included Lincoln Logs. They had a history lesson from their older brother.","['bought', 'campfire', 'teepee', 'canoe', 'mother', 'buffalo', 'totum', 'pole', 'medicine', 'man', 'others', 'eight', 'year', 'old', 'grandson', 'last', 'christmas', 'studying', 'various', 'indian', 'school', 'facinated', 'figure', 'exceptionally', 'well', 'made', 'although', 'pricy', 'grandson', 'let', 'brother', 'age', 'time', 'play', 'quite', 'noticed', 'created', 'indian', 'village', 'included', 'lincoln', 'log', 'history', 'lesson', 'older', 'brother']","['buy', 'campfire', 'teepee', 'canoe', 'mother', 'buffalo', 'totum', 'pole', 'medicine', 'man', 'others', 'eight', 'year', 'old', 'grandson', 'last', 'christmas', 'study', 'various', 'indian', 'school', 'facinated', 'figure', 'exceptionally', 'well', 'make', 'although', 'pricy', 'grandson', 'let', 'brother', 'age', 'time', 'play', 'quite', 'notice', 'created', 'indian', 'village', 'include', 'lincoln', 'log', 'history', 'lesson', 'old', 'brother']",0
978,"For reasons unknown to me, my dog had decided he needed to announce to the world that the backyard was his domain. Apparently the proper method for doing this was to stand at the top of a hill in the backyard at 10:30 at night and bark until I yelled at him to stop.It didn't take long for me to tire of this, so I purchased the bark collar. My dog figured it out right away! Barking == spraying, spraying == bad.I've found it's only taken a couple of days and he's completely stopped his night time proclamations.The barking behavior has completely stopped.Oh and as an added benefit, he had a nice lemony smell after his sessions with the collar.","['reason', 'unknown', 'dog', 'decided', 'needed', 'announce', 'world', 'backyard', 'domain', 'apparently', 'proper', 'method', 'stand', 'top', 'hill', 'backyard', 'night', 'bark', 'yelled', 'stopit', 'didnt', 'take', 'long', 'tire', 'purchased', 'bark', 'collar', 'dog', 'figured', 'right', 'away', 'barking', 'spraying', 'spraying', 'badive', 'found', 'taken', 'couple', 'day', 'he', 'completely', 'stopped', 'night', 'time', 'proclamationsthe', 'barking', 'behavior', 'completely', 'stoppedoh', 'added', 'benefit', 'nice', 'lemony', 'smell', 'session', 'collar']","['reason', 'unknown', 'dog', 'decide', 'need', 'announce', 'world', 'backyard', 'domain', 'apparently', 'proper', 'method', 'stand', 'top', 'hill', 'backyard', 'night', 'bark', 'yell', 'stopit', 'didnt', 'take', 'long', 'tire', 'purchase', 'bark', 'collar', 'dog', 'figure', 'right', 'away', 'bark', 'spray', 'spray', 'badive', 'find', 'take', 'couple', 'day', 'completely', 'stop', 'night', 'time', 'proclamationsthe', 'bark', 'behavior', 'completely', 'stoppedoh', 'add', 'benefit', 'nice', 'lemony', 'smell', 'session', 'collar']",3
979,was very excited and pleased with purchase and how fast I received it. the collar is beautiful. the only alteration I would Have added is a place in front of collar to attach fancy ID tag I purchased but I worked It out. Thank you keep good work.,"['excited', 'pleased', 'purchase', 'fast', 'received', 'collar', 'beautiful', 'alteration', 'would', 'added', 'place', 'front', 'collar', 'attach', 'fancy', 'id', 'tag', 'purchased', 'worked', 'thank', 'keep', 'good', 'work']","['excite', 'pleased', 'purchase', 'fast', 'receive', 'collar', 'beautiful', 'alteration', 'would', 'add', 'place', 'front', 'collar', 'attach', 'fancy', 'id', 'tag', 'purchase', 'worked', 'thank', 'keep', 'good', 'work']",3
980,"I discovered this hair cream in college over 11 years ago. This is the hand-down BEST texture/shine/hold paste out there. Better hold than a pomade. Smells nice but not sissy-smelling, adds great control and shine without looking like it's greased up or 'wet'. Not crunchy like a gel or greasy feeling like a pomade. Many guys use American Crew pomade. That stuff is utter crap compared to this. Get this stuff, you won't regret it.","['discovered', 'hair', 'cream', 'college', 'year', 'ago', 'handdown', 'best', 'textureshinehold', 'paste', 'better', 'hold', 'pomade', 'smell', 'nice', 'sissysmelling', 'add', 'great', 'control', 'shine', 'without', 'looking', 'like', 'greased', 'wet', 'crunchy', 'like', 'gel', 'greasy', 'feeling', 'like', 'pomade', 'many', 'guy', 'use', 'american', 'crew', 'pomade', 'stuff', 'utter', 'crap', 'compared', 'get', 'stuff', 'wont', 'regret']","['discover', 'hair', 'cream', 'college', 'year', 'ago', 'handdown', 'best', 'textureshinehold', 'paste', 'well', 'hold', 'pomade', 'smell', 'nice', 'sissysmelling', 'add', 'great', 'control', 'shine', 'without', 'look', 'like', 'grease', 'wet', 'crunchy', 'like', 'gel', 'greasy', 'feel', 'like', 'pomade', 'many', 'guy', 'use', 'american', 'crew', 'pomade', 'stuff', 'utter', 'crap', 'compare', 'get', 'stuff', 'wont', 'regret']",2
981,Bought this arcade when my daughter was 6 mos. old. She started out pushing the balls through with her hands. She watched her 18 mo. old cousin use the hammer and she caught on. She loves the lights and music and has continued to play with this toy several months later. It's good for hand and eye coordination.,"['bought', 'arcade', 'daughter', 'mo', 'old', 'started', 'pushing', 'ball', 'hand', 'watched', 'mo', 'old', 'cousin', 'use', 'hammer', 'caught', 'love', 'light', 'music', 'continued', 'play', 'toy', 'several', 'month', 'later', 'good', 'hand', 'eye', 'coordination']","['buy', 'arcade', 'daughter', 'mo', 'old', 'start', 'push', 'ball', 'hand', 'watch', 'mo', 'old', 'cousin', 'use', 'hammer', 'catch', 'love', 'light', 'music', 'continue', 'play', 'toy', 'several', 'month', 'later', 'good', 'hand', 'eye', 'coordination']",0
982,I loved this game when I was younger and ordered it for my children. But... this game is so cheaply made now! A thin cardboard bottom has the graphics (comes seperated not integrated) and rips VERY easily. The popper is of a thin bent metal tension design that doesn't pop reliably. Very frustrating! We ended up buying a vintage game on [auction site] and love it!,"['loved', 'game', 'younger', 'ordered', 'child', 'game', 'cheaply', 'made', 'thin', 'cardboard', 'bottom', 'graphic', 'come', 'seperated', 'integrated', 'rip', 'easily', 'popper', 'thin', 'bent', 'metal', 'tension', 'design', 'doesnt', 'pop', 'reliably', 'frustrating', 'ended', 'buying', 'vintage', 'game', 'auction', 'site', 'love']","['love', 'game', 'younger', 'order', 'child', 'game', 'cheaply', 'make', 'thin', 'cardboard', 'bottom', 'graphic', 'come', 'seperated', 'integrated', 'rip', 'easily', 'popper', 'thin', 'bent', 'metal', 'tension', 'design', 'doesnt', 'pop', 'reliably', 'frustrating', 'end', 'buying', 'vintage', 'game', 'auction', 'site', 'love']",6
983,This product works. My lab has been shedding horribly and the Furminator has really helped to remove her undercoat.,"['product', 'work', 'lab', 'shedding', 'horribly', 'furminator', 'really', 'helped', 'remove', 'undercoat']","['product', 'work', 'lab', 'shed', 'horribly', 'furminator', 'really', 'help', 'remove', 'undercoat']",3
984,My boxer loves this toy. We hide treats in the tulip and then put the ball on top of the treat inside the tulip. He loves getting the ball out and finding his treat. The ball also squeaks and he loves to carry it around and have us put the ball inside and toss it. Double Fun,"['boxer', 'love', 'toy', 'hide', 'treat', 'tulip', 'put', 'ball', 'top', 'treat', 'inside', 'tulip', 'love', 'getting', 'ball', 'finding', 'treat', 'ball', 'also', 'squeak', 'love', 'carry', 'around', 'u', 'put', 'ball', 'inside', 'toss', 'double', 'fun']","['boxer', 'love', 'toy', 'hide', 'treat', 'tulip', 'put', 'ball', 'top', 'treat', 'inside', 'tulip', 'love', 'get', 'ball', 'find', 'treat', 'ball', 'also', 'squeak', 'love', 'carry', 'around', 'u', 'put', 'ball', 'inside', 'toss', 'double', 'fun']",4
985,My daughter loves this toy-she plays with it all the time!I agree that it's insanely noisy but after a couple rounds you tune it out.It's given her lots of practice with her motor skills and she loves the monkeys behind the door-she loves to peek-a-boo them.,"['daughter', 'love', 'toyshe', 'play', 'timei', 'agree', 'insanely', 'noisy', 'couple', 'round', 'tune', 'outits', 'given', 'lot', 'practice', 'motor', 'skill', 'love', 'monkey', 'behind', 'doorshe', 'love', 'peekaboo']","['daughter', 'love', 'toyshe', 'play', 'timei', 'agree', 'insanely', 'noisy', 'couple', 'round', 'tune', 'outits', 'give', 'lot', 'practice', 'motor', 'skill', 'love', 'monkey', 'behind', 'doorshe', 'love', 'peekaboo']",0
986,"So I brought this product on a whim. I started looking up products to help clear blemishes. I came across this product and read a couple of reviews and decided to purchase it. After moving from Austin, TX (dry climate) to Baton Rouge, LA (very humid) my skin went crazy. I had some breakouts that were stubborn and hard to treat. I bought this product because I have oily, blemish prone skin. After the first two or three applications my skin started to improve drastically, let's also take into account that my skin had started to improve on its own given the fact that I had been here for a couple months. It does an EXCELLENT job treating acne before it actually occurs. If you feel sore spots on your skin but there is no raised bump yet, this is perfect for that cause they'll never actually erupt into a breakout if treated with Bye Bye Blemish. Even though I have oily skin I ONLY use it once a day and at night. It can cause excessive drying but I have FOLLOWED the directions so I have not had this problem. It has faded my blemishes also, but I believe that its strength lies in treating acne. It can prevent breakouts and with proper moisturization your skin can heal and you can prevent blemishes from occurring. Also, I do not use the product everyday because it can cause extra drying when used properly. I use an oil free moisturizer daily and sometimes I will give my skin a day off so that it can heal on its own between treatments. Some reviews discussed how the product smells. It's not bad at all. The most important aspect of it all is that it actually WORKS. All you need to do is follow the directions and create a reasonable regimen that works for your skin.","['brought', 'product', 'whim', 'started', 'looking', 'product', 'help', 'clear', 'blemish', 'came', 'across', 'product', 'read', 'couple', 'review', 'decided', 'purchase', 'moving', 'austin', 'tx', 'dry', 'climate', 'baton', 'rouge', 'la', 'humid', 'skin', 'went', 'crazy', 'breakout', 'stubborn', 'hard', 'treat', 'bought', 'product', 'oily', 'blemish', 'prone', 'skin', 'first', 'two', 'three', 'application', 'skin', 'started', 'improve', 'drastically', 'let', 'also', 'take', 'account', 'skin', 'started', 'improve', 'given', 'fact', 'couple', 'month', 'excellent', 'job', 'treating', 'acne', 'actually', 'occurs', 'feel', 'sore', 'spot', 'skin', 'raised', 'bump', 'yet', 'perfect', 'cause', 'theyll', 'never', 'actually', 'erupt', 'breakout', 'treated', 'bye', 'bye', 'blemish', 'even', 'though', 'oily', 'skin', 'use', 'day', 'night', 'cause', 'excessive', 'drying', 'followed', 'direction', 'problem', 'faded', 'blemish', 'also', 'believe', 'strength', 'lie', 'treating', 'acne', 'prevent', 'breakout', 'proper', 'moisturization', 'skin', 'heal', 'prevent', 'blemish', 'occurring', 'also', 'use', 'product', 'everyday', 'cause', 'extra', 'drying', 'used', 'properly', 'use', 'oil', 'free', 'moisturizer', 'daily', 'sometimes', 'give', 'skin', 'day', 'heal', 'treatment', 'review', 'discussed', 'product', 'smell', 'bad', 'important', 'aspect', 'actually', 'work', 'need', 'follow', 'direction', 'create', 'reasonable', 'regimen', 'work', 'skin']","['brought', 'product', 'whim', 'start', 'look', 'product', 'help', 'clear', 'blemish', 'come', 'across', 'product', 'read', 'couple', 'review', 'decide', 'purchase', 'move', 'austin', 'tx', 'dry', 'climate', 'baton', 'rouge', 'la', 'humid', 'skin', 'go', 'crazy', 'breakout', 'stubborn', 'hard', 'treat', 'buy', 'product', 'oily', 'blemish', 'prone', 'skin', 'first', 'two', 'three', 'application', 'skin', 'start', 'improve', 'drastically', 'let', 'also', 'take', 'account', 'skin', 'start', 'improve', 'give', 'fact', 'couple', 'month', 'excellent', 'job', 'treat', 'acne', 'actually', 'occur', 'feel', 'sore', 'spot', 'skin', 'raise', 'bump', 'yet', 'perfect', 'cause', 'theyll', 'never', 'actually', 'erupt', 'breakout', 'treated', 'bye', 'bye', 'blemish', 'even', 'though', 'oily', 'skin', 'use', 'day', 'night', 'cause', 'excessive', 'drying', 'follow', 'direction', 'problem', 'fade', 'blemish', 'also', 'believe', 'strength', 'lie', 'treat', 'acne', 'prevent', 'breakout', 'proper', 'moisturization', 'skin', 'heal', 'prevent', 'blemish', 'occur', 'also', 'use', 'product', 'everyday', 'cause', 'extra', 'drying', 'use', 'properly', 'use', 'oil', 'free', 'moisturizer', 'daily', 'sometimes', 'give', 'skin', 'day', 'heal', 'treatment', 'review', 'discuss', 'product', 'smell', 'bad', 'important', 'aspect', 'actually', 'work', 'need', 'follow', 'direction', 'create', 'reasonable', 'regimen', 'work', 'skin']",3
987,"When I read the reviews of this cat toy, I was skeptical. I mean ... c'mon ... feathers attached to fishing pole? How creative.Little did I know, my kitty would think this was the best thing EVERRRR.She played so hard that she actually started panting. And even when she's on the verge of having a kitty heart attack, she STILL wanted to play with it! At this point, I had to put it away - hid it in a closet - and she STILL kept at it, trying to open the closet door.Do not let your cat play with this toy unsupervised, if he/she's anything like my Gremlin, he/she will DESTROY this toy. As in, eat the feathers. Om nom nom. So yeah, be sure to put the toy away or else you will be going through attachments like water.As for the fiberglass splinter issue ... again, don't let your kitty nibble on the wand. I covered the handle part with electrical tape to prevent splintering.","['read', 'review', 'cat', 'toy', 'skeptical', 'mean', 'cmon', 'feather', 'attached', 'fishing', 'pole', 'creativelittle', 'know', 'kitty', 'would', 'think', 'best', 'thing', 'everrrrshe', 'played', 'hard', 'actually', 'started', 'panting', 'even', 'shes', 'verge', 'kitty', 'heart', 'attack', 'still', 'wanted', 'play', 'point', 'put', 'away', 'hid', 'closet', 'still', 'kept', 'trying', 'open', 'closet', 'doordo', 'let', 'cat', 'play', 'toy', 'unsupervised', 'heshes', 'anything', 'like', 'gremlin', 'heshe', 'destroy', 'toy', 'eat', 'feather', 'om', 'nom', 'nom', 'yeah', 'sure', 'put', 'toy', 'away', 'else', 'going', 'attachment', 'like', 'wateras', 'fiberglass', 'splinter', 'issue', 'dont', 'let', 'kitty', 'nibble', 'wand', 'covered', 'handle', 'part', 'electrical', 'tape', 'prevent', 'splintering']","['read', 'review', 'cat', 'toy', 'skeptical', 'mean', 'cmon', 'feather', 'attach', 'fish', 'pole', 'creativelittle', 'know', 'kitty', 'would', 'think', 'best', 'thing', 'everrrrshe', 'play', 'hard', 'actually', 'start', 'pant', 'even', 'shes', 'verge', 'kitty', 'heart', 'attack', 'still', 'want', 'play', 'point', 'put', 'away', 'hid', 'closet', 'still', 'keep', 'try', 'open', 'closet', 'doordo', 'let', 'cat', 'play', 'toy', 'unsupervised', 'heshes', 'anything', 'like', 'gremlin', 'heshe', 'destroy', 'toy', 'eat', 'feather', 'om', 'nom', 'nom', 'yeah', 'sure', 'put', 'toy', 'away', 'else', 'go', 'attachment', 'like', 'wateras', 'fiberglass', 'splinter', 'issue', 'dont', 'let', 'kitty', 'nibble', 'wand', 'cover', 'handle', 'part', 'electrical', 'tape', 'prevent', 'splinter']",0
988,First the thumb on the sword hand broke off. Then one of the other fingers broke off.This was right after taking the toy out of the packaging. It's not a very good likeness of Kain and not the sturdiest of figures. Do yourself a favor and hunt down one of the figures that was released along with the first Soul Reaver game.,"['first', 'thumb', 'sword', 'hand', 'broke', 'one', 'finger', 'broke', 'offthis', 'right', 'taking', 'toy', 'packaging', 'good', 'likeness', 'kain', 'sturdiest', 'figure', 'favor', 'hunt', 'one', 'figure', 'released', 'along', 'first', 'soul', 'reaver', 'game']","['first', 'thumb', 'sword', 'hand', 'break', 'one', 'finger', 'break', 'offthis', 'right', 'take', 'toy', 'packaging', 'good', 'likeness', 'kain', 'sturdy', 'figure', 'favor', 'hunt', 'one', 'figure', 'release', 'along', 'first', 'soul', 'reaver', 'game']",5
989,"I have been using Nioxin products for a few years. My hair is very fine and I have hard water......the combination leaves my hair feeling/looking terrible. I don't know if it actually ""thickens"" a person's hair....however it does leave my scalp feeling great and my hair looking full because as all of the gunk has been efficently removed.If in doubt, give it a try for your self and decide. This large bottle lasts me approximately 4 months (I generally wash my hair once a day).","['using', 'nioxin', 'product', 'year', 'hair', 'fine', 'hard', 'waterthe', 'combination', 'leaf', 'hair', 'feelinglooking', 'terrible', 'dont', 'know', 'actually', 'thickens', 'person', 'hairhowever', 'leave', 'scalp', 'feeling', 'great', 'hair', 'looking', 'full', 'gunk', 'efficently', 'removedif', 'doubt', 'give', 'try', 'self', 'decide', 'large', 'bottle', 'last', 'approximately', 'month', 'generally', 'wash', 'hair', 'day']","['use', 'nioxin', 'product', 'year', 'hair', 'fine', 'hard', 'waterthe', 'combination', 'leaf', 'hair', 'feelinglooking', 'terrible', 'dont', 'know', 'actually', 'thicken', 'person', 'hairhowever', 'leave', 'scalp', 'feeling', 'great', 'hair', 'look', 'full', 'gunk', 'efficently', 'removedif', 'doubt', 'give', 'try', 'self', 'decide', 'large', 'bottle', 'last', 'approximately', 'month', 'generally', 'wash', 'hair', 'day']",2
990,"Let me first start with the fact that I have six cats. Three of them have long hair. The Cat Genie says it is recommended for up to three cats. It was very easy to get the cats switched from the conventional litter box to the Cat Genie, it worked just as the instructions said it would. There have been very few accidents, and these only happen when the unit gets plugged up. I like the Cat Genie a lot, but with as many cats as I have, I have to take more care of it than someone with fewer cats. At least once a week, it plugs up. When this happens, I have to disassemble the entire thing, this is not a hard task but it can be messy. About half the back ups are due to the permanent litter getting into the drain opening and stopping things up. The other half of the time, it is hair. The literature recommends brushing your cats frequently, and they mean it!I would make a couple of design changes if I were the manufacturer. I would put some kind of scraper at the top of the rim to scrape the permanent litter off the rim of the rotating bowl when it backs up behind the scoop. Or I would change the angle of the scoop so that the litter wouldn't back up to the top of the bowl rim. I would also put an abort button on the unit to stop the cleaning cycle when the unit gets plugged up. Too much of the permanent litter ends up in the inner workings of the Cat Genie, which contributes to the clogs. Most of the litter than ends up inside is stuck to the scoop and gets shaken off into the solid waste hopper. Perhaps a few more shakes before the solid stuff gets dropped into the hopper. It would be nice if I could set it up to clean more than four times a day. I frequently run manual cycles to keep up with the output of my six cats. Again, the Cat Genie is very clear in its literature that it is designed for up to three cats. I am pushing the envelope with six.I like the Cat Genie, but it needs a couple of tweaks. I am so happy not to have to clean a conventional litter box and deal with the litter and litter dust all over the house. No lingering smells either. I'm not sure how the cats feel about it, but they seem to want to use it and they are no longer afraid the the noise.","['let', 'first', 'start', 'fact', 'six', 'cat', 'three', 'long', 'hair', 'cat', 'genie', 'say', 'recommended', 'three', 'cat', 'easy', 'get', 'cat', 'switched', 'conventional', 'litter', 'box', 'cat', 'genie', 'worked', 'instruction', 'said', 'would', 'accident', 'happen', 'unit', 'get', 'plugged', 'like', 'cat', 'genie', 'lot', 'many', 'cat', 'take', 'care', 'someone', 'fewer', 'cat', 'least', 'week', 'plug', 'happens', 'disassemble', 'entire', 'thing', 'hard', 'task', 'messy', 'half', 'back', 'ups', 'due', 'permanent', 'litter', 'getting', 'drain', 'opening', 'stopping', 'thing', 'half', 'time', 'hair', 'literature', 'recommends', 'brushing', 'cat', 'frequently', 'mean', 'iti', 'would', 'make', 'couple', 'design', 'change', 'manufacturer', 'would', 'put', 'kind', 'scraper', 'top', 'rim', 'scrape', 'permanent', 'litter', 'rim', 'rotating', 'bowl', 'back', 'behind', 'scoop', 'would', 'change', 'angle', 'scoop', 'litter', 'wouldnt', 'back', 'top', 'bowl', 'rim', 'would', 'also', 'put', 'abort', 'button', 'unit', 'stop', 'cleaning', 'cycle', 'unit', 'get', 'plugged', 'much', 'permanent', 'litter', 'end', 'inner', 'working', 'cat', 'genie', 'contributes', 'clog', 'litter', 'end', 'inside', 'stuck', 'scoop', 'get', 'shaken', 'solid', 'waste', 'hopper', 'perhaps', 'shake', 'solid', 'stuff', 'get', 'dropped', 'hopper', 'would', 'nice', 'could', 'set', 'clean', 'four', 'time', 'day', 'frequently', 'run', 'manual', 'cycle', 'keep', 'output', 'six', 'cat', 'cat', 'genie', 'clear', 'literature', 'designed', 'three', 'cat', 'pushing', 'envelope', 'sixi', 'like', 'cat', 'genie', 'need', 'couple', 'tweak', 'happy', 'clean', 'conventional', 'litter', 'box', 'deal', 'litter', 'litter', 'dust', 'house', 'lingering', 'smell', 'either', 'im', 'sure', 'cat', 'feel', 'seem', 'want', 'use', 'longer', 'afraid', 'noise']","['let', 'first', 'start', 'fact', 'six', 'cat', 'three', 'long', 'hair', 'cat', 'genie', 'say', 'recommend', 'three', 'cat', 'easy', 'get', 'cat', 'switch', 'conventional', 'litter', 'box', 'cat', 'genie', 'work', 'instruction', 'say', 'would', 'accident', 'happen', 'unit', 'get', 'plug', 'like', 'cat', 'genie', 'lot', 'many', 'cat', 'take', 'care', 'someone', 'few', 'cat', 'least', 'week', 'plug', 'happen', 'disassemble', 'entire', 'thing', 'hard', 'task', 'messy', 'half', 'back', 'ups', 'due', 'permanent', 'litter', 'get', 'drain', 'open', 'stop', 'thing', 'half', 'time', 'hair', 'literature', 'recommend', 'brush', 'cat', 'frequently', 'mean', 'iti', 'would', 'make', 'couple', 'design', 'change', 'manufacturer', 'would', 'put', 'kind', 'scraper', 'top', 'rim', 'scrape', 'permanent', 'litter', 'rim', 'rotate', 'bowl', 'back', 'behind', 'scoop', 'would', 'change', 'angle', 'scoop', 'litter', 'wouldnt', 'back', 'top', 'bowl', 'rim', 'would', 'also', 'put', 'abort', 'button', 'unit', 'stop', 'cleaning', 'cycle', 'unit', 'get', 'plug', 'much', 'permanent', 'litter', 'end', 'inner', 'work', 'cat', 'genie', 'contribute', 'clog', 'litter', 'end', 'inside', 'stick', 'scoop', 'get', 'shake', 'solid', 'waste', 'hopper', 'perhaps', 'shake', 'solid', 'stuff', 'get', 'drop', 'hopper', 'would', 'nice', 'could', 'set', 'clean', 'four', 'time', 'day', 'frequently', 'run', 'manual', 'cycle', 'keep', 'output', 'six', 'cat', 'cat', 'genie', 'clear', 'literature', 'design', 'three', 'cat', 'push', 'envelope', 'sixi', 'like', 'cat', 'genie', 'need', 'couple', 'tweak', 'happy', 'clean', 'conventional', 'litter', 'box', 'deal', 'litter', 'litter', 'dust', 'house', 'linger', 'smell', 'either', 'im', 'sure', 'cat', 'feel', 'seem', 'want', 'use', 'long', 'afraid', 'noise']",3
991,i jus came to day lucky me lol i jus started useing it and wow i can feel and see a difference in my skin i love it,"['jus', 'came', 'day', 'lucky', 'lol', 'jus', 'started', 'useing', 'wow', 'feel', 'see', 'difference', 'skin', 'love']","['jus', 'come', 'day', 'lucky', 'lol', 'jus', 'start', 'use', 'wow', 'feel', 'see', 'difference', 'skin', 'love']",3
992,"After watching the movie Zathura, we were very excited to play this game. However, the game is so poorly constructed we couldn't even play it. The cards in the console do not come out, and the spinner, which you are supposed to ""spin"" on your turn, does not spin at all, barely moving from one number to the next. I suppose you could play this game with a dice and simply turn the cards over, but it would not be as fun, and would certainly not feel like you were playing the game as displayed in the movie.","['watching', 'movie', 'zathura', 'excited', 'play', 'game', 'however', 'game', 'poorly', 'constructed', 'couldnt', 'even', 'play', 'card', 'console', 'come', 'spinner', 'supposed', 'spin', 'turn', 'spin', 'barely', 'moving', 'one', 'number', 'next', 'suppose', 'could', 'play', 'game', 'dice', 'simply', 'turn', 'card', 'would', 'fun', 'would', 'certainly', 'feel', 'like', 'playing', 'game', 'displayed', 'movie']","['watch', 'movie', 'zathura', 'excite', 'play', 'game', 'however', 'game', 'poorly', 'construct', 'couldnt', 'even', 'play', 'card', 'console', 'come', 'spinner', 'suppose', 'spin', 'turn', 'spin', 'barely', 'move', 'one', 'number', 'next', 'suppose', 'could', 'play', 'game', 'dice', 'simply', 'turn', 'card', 'would', 'fun', 'would', 'certainly', 'feel', 'like', 'play', 'game', 'display', 'movie']",6
